,fairness,electorate_size,clusters,cluster_std,electoral_system,apathy_prob,candidates,issues
4535,0.958,50000,2,1,plurality,0.05,10,22
4536,0.978,50000,2,2,majority,0.0,2,2
4537,1.079,50000,2,2,majority,0.0,2,12
4538,1.044,50000,2,2,majority,0.0,2,22
4539,1.026,50000,2,2,majority,0.0,3,2
4540,1.115,50000,2,2,majority,0.0,3,12
4541,0.939,50000,2,2,majority,0.0,3,22
4542,1.064,50000,2,2,majority,0.0,4,2
4543,1.146,50000,2,2,majority,0.0,4,12
4544,0.95,50000,2,2,majority,0.0,4,22
4545,0.742,50000,2,2,majority,0.0,5,2
4546,0.898,50000,2,2,majority,0.0,5,12
4547,1.101,50000,2,2,majority,0.0,5,22
4548,1.047,50000,2,2,majority,0.0,6,2
4549,1.033,50000,2,2,majority,0.0,6,12
4550,1.207,50000,2,2,majority,0.0,6,22
4551,1.193,50000,2,2,majority,0.0,7,2
4552,0.95,50000,2,2,majority,0.0,7,12
4553,0.995,50000,2,2,majority,0.0,7,22
4554,1.139,50000,2,2,majority,0.0,8,2
4555,1.047,50000,2,2,majority,0.0,8,12
4556,0.96,50000,2,2,majority,0.0,8,22
4557,0.923,50000,2,2,majority,0.0,9,2
4558,1.052,50000,2,2,majority,0.0,9,12
4559,1.037,50000,2,2,majority,0.0,9,22
4560,1.241,50000,2,2,majority,0.0,10,2
4561,0.985,50000,2,2,majority,0.0,10,12
4562,0.86,50000,2,2,majority,0.0,10,22
4563,0.816,50000,2,2,majority,0.01,2,2
4564,0.769,50000,2,2,majority,0.01,2,12
4565,0.807,50000,2,2,majority,0.01,2,22
4566,1.164,50000,2,2,majority,0.01,3,2
4567,1.284,50000,2,2,majority,0.01,3,12
4568,0.96,50000,2,2,majority,0.01,3,22
4569,0.576,50000,2,2,majority,0.01,4,2
4570,1.127,50000,2,2,majority,0.01,4,12
4571,1.01,50000,2,2,majority,0.01,4,22
4572,0.815,50000,2,2,majority,0.01,5,2
4573,1.242,50000,2,2,majority,0.01,5,12
4574,0.912,50000,2,2,majority,0.01,5,22
4575,0.505,50000,2,2,majority,0.01,6,2
4576,0.82,50000,2,2,majority,0.01,6,12
4577,1.072,50000,2,2,majority,0.01,6,22
4578,0.982,50000,2,2,majority,0.01,7,2
4579,1.042,50000,2,2,majority,0.01,7,12
4580,1.072,50000,2,2,majority,0.01,7,22
4581,1.075,50000,2,2,majority,0.01,8,2
4582,0.972,50000,2,2,majority,0.01,8,12
4583,0.981,50000,2,2,majority,0.01,8,22
4584,1.306,50000,2,2,majority,0.01,9,2
4585,0.837,50000,2,2,majority,0.01,9,12
4586,1.002,50000,2,2,majority,0.01,9,22
4587,1.23,50000,2,2,majority,0.01,10,2
4588,1.103,50000,2,2,majority,0.01,10,12
4589,0.922,50000,2,2,majority,0.01,10,22
4590,0.79,50000,2,2,majority,0.05,2,2
4591,0.957,50000,2,2,majority,0.05,2,12
4592,1.027,50000,2,2,majority,0.05,2,22
4593,0.904,50000,2,2,majority,0.05,3,2
4594,1.091,50000,2,2,majority,0.05,3,12
4595,1.026,50000,2,2,majority,0.05,3,22
4596,0.648,50000,2,2,majority,0.05,4,2
4597,1.09,50000,2,2,majority,0.05,4,12
4598,0.946,50000,2,2,majority,0.05,4,22
4599,1.184,50000,2,2,majority,0.05,5,2
4600,0.827,50000,2,2,majority,0.05,5,12
4601,0.978,50000,2,2,majority,0.05,5,22
4602,1.026,50000,2,2,majority,0.05,6,2
4603,0.879,50000,2,2,majority,0.05,6,12
4604,0.995,50000,2,2,majority,0.05,6,22
4605,0.822,50000,2,2,majority,0.05,7,2
4606,1.101,50000,2,2,majority,0.05,7,12
4607,1.159,50000,2,2,majority,0.05,7,22
4608,0.881,50000,2,2,majority,0.05,8,2
4609,0.944,50000,2,2,majority,0.05,8,12
4610,0.975,50000,2,2,majority,0.05,8,22
4611,0.754,50000,2,2,majority,0.05,9,2
4612,0.888,50000,2,2,majority,0.05,9,12
4613,1.194,50000,2,2,majority,0.05,9,22
4614,0.93,50000,2,2,majority,0.05,10,2
4615,0.836,50000,2,2,majority,0.05,10,12
4616,0.868,50000,2,2,majority,0.05,10,22
4617,0.586,50000,2,2,plurality,0.0,2,2
4618,1.057,50000,2,2,plurality,0.0,2,12
4619,0.889,50000,2,2,plurality,0.0,2,22
4620,1.237,50000,2,2,plurality,0.0,3,2
4621,1.009,50000,2,2,plurality,0.0,3,12
4622,0.992,50000,2,2,plurality,0.0,3,22
4623,1.099,50000,2,2,plurality,0.0,4,2
4624,0.88,50000,2,2,plurality,0.0,4,12
4625,0.903,50000,2,2,plurality,0.0,4,22
4626,1.018,50000,2,2,plurality,0.0,5,2
4627,0.895,50000,2,2,plurality,0.0,5,12
4628,1.059,50000,2,2,plurality,0.0,5,22
4629,1.265,50000,2,2,plurality,0.0,6,2
4630,1.263,50000,2,2,plurality,0.0,6,12
4631,1.103,50000,2,2,plurality,0.0,6,22
4632,0.843,50000,2,2,plurality,0.0,7,2
4633,0.886,50000,2,2,plurality,0.0,7,12
4634,1.045,50000,2,2,plurality,0.0,7,22
4635,0.258,50000,2,2,plurality,0.0,8,2
4636,0.854,50000,2,2,plurality,0.0,8,12
4637,0.958,50000,2,2,plurality,0.0,8,22
4638,1.229,50000,2,2,plurality,0.0,9,2
4639,0.909,50000,2,2,plurality,0.0,9,12
4640,0.927,50000,2,2,plurality,0.0,9,22
4641,1.194,50000,2,2,plurality,0.0,10,2
4642,1.105,50000,2,2,plurality,0.0,10,12
4643,1.036,50000,2,2,plurality,0.0,10,22
4644,0.892,50000,2,2,plurality,0.01,2,2
4645,1.104,50000,2,2,plurality,0.01,2,12
4646,1.157,50000,2,2,plurality,0.01,2,22
4647,1.004,50000,2,2,plurality,0.01,3,2
4648,0.748,50000,2,2,plurality,0.01,3,12
4649,1.047,50000,2,2,plurality,0.01,3,22
4650,1.3,50000,2,2,plurality,0.01,4,2
4651,1.002,50000,2,2,plurality,0.01,4,12
4652,1.028,50000,2,2,plurality,0.01,4,22
4653,1.043,50000,2,2,plurality,0.01,5,2
4654,1.201,50000,2,2,plurality,0.01,5,12
4655,1.004,50000,2,2,plurality,0.01,5,22
4656,0.711,50000,2,2,plurality,0.01,6,2
4657,1.116,50000,2,2,plurality,0.01,6,12
4658,0.99,50000,2,2,plurality,0.01,6,22
4659,0.333,50000,2,2,plurality,0.01,7,2
4660,0.879,50000,2,2,plurality,0.01,7,12
4661,1.006,50000,2,2,plurality,0.01,7,22
4662,0.798,50000,2,2,plurality,0.01,8,2
4663,0.909,50000,2,2,plurality,0.01,8,12
4664,0.943,50000,2,2,plurality,0.01,8,22
4665,0.344,50000,2,2,plurality,0.01,9,2
4666,1.002,50000,2,2,plurality,0.01,9,12
4667,1.024,50000,2,2,plurality,0.01,9,22
4668,0.67,50000,2,2,plurality,0.01,10,2
4669,1.232,50000,2,2,plurality,0.01,10,12
4670,0.905,50000,2,2,plurality,0.01,10,22
4671,1.209,50000,2,2,plurality,0.05,2,2
4672,0.843,50000,2,2,plurality,0.05,2,12
4673,0.835,50000,2,2,plurality,0.05,2,22
4674,0.923,50000,2,2,plurality,0.05,3,2
4675,1.071,50000,2,2,plurality,0.05,3,12
4676,1.047,50000,2,2,plurality,0.05,3,22
4677,1.108,50000,2,2,plurality,0.05,4,2
4678,1.052,50000,2,2,plurality,0.05,4,12
4679,1.072,50000,2,2,plurality,0.05,4,22
4680,1.396,50000,2,2,plurality,0.05,5,2
4681,1.084,50000,2,2,plurality,0.05,5,12
4682,0.911,50000,2,2,plurality,0.05,5,22
4683,1.12,50000,2,2,plurality,0.05,6,2
4684,1.025,50000,2,2,plurality,0.05,6,12
4685,1.027,50000,2,2,plurality,0.05,6,22
4686,0.595,50000,2,2,plurality,0.05,7,2
4687,0.962,50000,2,2,plurality,0.05,7,12
4688,1.037,50000,2,2,plurality,0.05,7,22
4689,1.05,50000,2,2,plurality,0.05,8,2
4690,0.908,50000,2,2,plurality,0.05,8,12
4691,0.863,50000,2,2,plurality,0.05,8,22
4692,0.754,50000,2,2,plurality,0.05,9,2
4693,1.015,50000,2,2,plurality,0.05,9,12
4694,1.025,50000,2,2,plurality,0.05,9,22
4695,1.177,50000,2,2,plurality,0.05,10,2
4696,1.053,50000,2,2,plurality,0.05,10,12
4697,1.039,50000,2,2,plurality,0.05,10,22
4698,1.271,50000,2,3,majority,0.0,2,2
4699,0.969,50000,2,3,majority,0.0,2,12
4700,0.976,50000,2,3,majority,0.0,2,22
4701,0.993,50000,2,3,majority,0.0,3,2
4702,0.986,50000,2,3,majority,0.0,3,12
4703,0.973,50000,2,3,majority,0.0,3,22
4704,0.997,50000,2,3,majority,0.0,4,2
4705,0.809,50000,2,3,majority,0.0,4,12
4706,1.014,50000,2,3,majority,0.0,4,22
4707,1.37,50000,2,3,majority,0.0,5,2
4708,1.001,50000,2,3,majority,0.0,5,12
4709,1.113,50000,2,3,majority,0.0,5,22
4710,0.881,50000,2,3,majority,0.0,6,2
4711,1.018,50000,2,3,majority,0.0,6,12
4712,1.03,50000,2,3,majority,0.0,6,22
4713,0.74,50000,2,3,majority,0.0,7,2
4714,1.17,50000,2,3,majority,0.0,7,12
4715,1.066,50000,2,3,majority,0.0,7,22
4716,1.235,50000,2,3,majority,0.0,8,2
4717,0.685,50000,2,3,majority,0.0,8,12
4718,1.079,50000,2,3,majority,0.0,8,22
4719,1.072,50000,2,3,majority,0.0,9,2
4720,1.09,50000,2,3,majority,0.0,9,12
4721,1.004,50000,2,3,majority,0.0,9,22
4722,1.142,50000,2,3,majority,0.0,10,2
4723,1.106,50000,2,3,majority,0.0,10,12
4724,0.986,50000,2,3,majority,0.0,10,22
4725,0.802,50000,2,3,majority,0.01,2,2
4726,1.235,50000,2,3,majority,0.01,2,12
4727,1.057,50000,2,3,majority,0.01,2,22
4728,1.081,50000,2,3,majority,0.01,3,2
4729,0.929,50000,2,3,majority,0.01,3,12
4730,0.964,50000,2,3,majority,0.01,3,22
4731,1.263,50000,2,3,majority,0.01,4,2
4732,1.065,50000,2,3,majority,0.01,4,12
4733,0.795,50000,2,3,majority,0.01,4,22
4734,0.886,50000,2,3,majority,0.01,5,2
4735,0.936,50000,2,3,majority,0.01,5,12
4736,0.957,50000,2,3,majority,0.01,5,22
4737,1.21,50000,2,3,majority,0.01,6,2
4738,1.057,50000,2,3,majority,0.01,6,12
4739,1.051,50000,2,3,majority,0.01,6,22
4740,1.224,50000,2,3,majority,0.01,7,2
4741,1.142,50000,2,3,majority,0.01,7,12
4742,0.908,50000,2,3,majority,0.01,7,22
4743,0.81,50000,2,3,majority,0.01,8,2
4744,1.081,50000,2,3,majority,0.01,8,12
4745,1.132,50000,2,3,majority,0.01,8,22
4746,1.355,50000,2,3,majority,0.01,9,2
4747,0.951,50000,2,3,majority,0.01,9,12
4748,1.041,50000,2,3,majority,0.01,9,22
4749,0.825,50000,2,3,majority,0.01,10,2
4750,1.123,50000,2,3,majority,0.01,10,12
4751,0.928,50000,2,3,majority,0.01,10,22
4752,1.028,50000,2,3,majority,0.05,2,2
4753,0.896,50000,2,3,majority,0.05,2,12
4754,1.078,50000,2,3,majority,0.05,2,22
4755,0.945,50000,2,3,majority,0.05,3,2
4756,0.985,50000,2,3,majority,0.05,3,12
4757,1.08,50000,2,3,majority,0.05,3,22
4758,0.857,50000,2,3,majority,0.05,4,2
4759,1.169,50000,2,3,majority,0.05,4,12
4760,0.981,50000,2,3,majority,0.05,4,22
4761,1.201,50000,2,3,majority,0.05,5,2
4762,0.923,50000,2,3,majority,0.05,5,12
4763,0.922,50000,2,3,majority,0.05,5,22
4764,1.122,50000,2,3,majority,0.05,6,2
4765,0.949,50000,2,3,majority,0.05,6,12
4766,1.023,50000,2,3,majority,0.05,6,22
4767,0.922,50000,2,3,majority,0.05,7,2
4768,0.919,50000,2,3,majority,0.05,7,12
4769,0.961,50000,2,3,majority,0.05,7,22
4770,1.034,50000,2,3,majority,0.05,8,2
4771,0.94,50000,2,3,majority,0.05,8,12
4772,0.977,50000,2,3,majority,0.05,8,22
4773,1.188,50000,2,3,majority,0.05,9,2
4774,0.969,50000,2,3,majority,0.05,9,12
4775,1.006,50000,2,3,majority,0.05,9,22
4776,1.139,50000,2,3,majority,0.05,10,2
4777,0.825,50000,2,3,majority,0.05,10,12
4778,1.178,50000,2,3,majority,0.05,10,22
4779,1.059,50000,2,3,plurality,0.0,2,2
4780,0.885,50000,2,3,plurality,0.0,2,12
4781,1.011,50000,2,3,plurality,0.0,2,22
4782,1.024,50000,2,3,plurality,0.0,3,2
4783,1.156,50000,2,3,plurality,0.0,3,12
4784,1.128,50000,2,3,plurality,0.0,3,22
4785,1.428,50000,2,3,plurality,0.0,4,2
4786,1.029,50000,2,3,plurality,0.0,4,12
4787,1.062,50000,2,3,plurality,0.0,4,22
4788,1.179,50000,2,3,plurality,0.0,5,2
4789,1.156,50000,2,3,plurality,0.0,5,12
4790,0.832,50000,2,3,plurality,0.0,5,22
4791,1.185,50000,2,3,plurality,0.0,6,2
4792,1.126,50000,2,3,plurality,0.0,6,12
4793,0.783,50000,2,3,plurality,0.0,6,22
4794,1.189,50000,2,3,plurality,0.0,7,2
4795,0.947,50000,2,3,plurality,0.0,7,12
4796,1.035,50000,2,3,plurality,0.0,7,22
4797,0.63,50000,2,3,plurality,0.0,8,2
4798,0.895,50000,2,3,plurality,0.0,8,12
4799,0.937,50000,2,3,plurality,0.0,8,22
4800,0.567,50000,2,3,plurality,0.0,9,2
4801,1.105,50000,2,3,plurality,0.0,9,12
4802,0.777,50000,2,3,plurality,0.0,9,22
4803,1.177,50000,2,3,plurality,0.0,10,2
4804,0.916,50000,2,3,plurality,0.0,10,12
4805,1.013,50000,2,3,plurality,0.0,10,22
4806,0.891,50000,2,3,plurality,0.01,2,2
4807,0.756,50000,2,3,plurality,0.01,2,12
4808,0.866,50000,2,3,plurality,0.01,2,22
4809,1.27,50000,2,3,plurality,0.01,3,2
4810,0.878,50000,2,3,plurality,0.01,3,12
4811,1.071,50000,2,3,plurality,0.01,3,22
4812,1.464,50000,2,3,plurality,0.01,4,2
4813,0.979,50000,2,3,plurality,0.01,4,12
4814,1.102,50000,2,3,plurality,0.01,4,22
4815,1.044,50000,2,3,plurality,0.01,5,2
4816,0.859,50000,2,3,plurality,0.01,5,12
4817,0.996,50000,2,3,plurality,0.01,5,22
4818,1.458,50000,2,3,plurality,0.01,6,2
4819,0.897,50000,2,3,plurality,0.01,6,12
4820,0.993,50000,2,3,plurality,0.01,6,22
4821,0.935,50000,2,3,plurality,0.01,7,2
4822,0.852,50000,2,3,plurality,0.01,7,12
4823,1.201,50000,2,3,plurality,0.01,7,22
4824,0.845,50000,2,3,plurality,0.01,8,2
4825,0.883,50000,2,3,plurality,0.01,8,12
4826,1.083,50000,2,3,plurality,0.01,8,22
4827,0.992,50000,2,3,plurality,0.01,9,2
4828,1.076,50000,2,3,plurality,0.01,9,12
4829,0.901,50000,2,3,plurality,0.01,9,22
4830,1.038,50000,2,3,plurality,0.01,10,2
4831,1.194,50000,2,3,plurality,0.01,10,12
4832,1.069,50000,2,3,plurality,0.01,10,22
4833,1.297,50000,2,3,plurality,0.05,2,2
4834,1.174,50000,2,3,plurality,0.05,2,12
4835,0.85,50000,2,3,plurality,0.05,2,22
4836,0.712,50000,2,3,plurality,0.05,3,2
4837,1.126,50000,2,3,plurality,0.05,3,12
4838,1.135,50000,2,3,plurality,0.05,3,22
4839,0.574,50000,2,3,plurality,0.05,4,2
4840,0.937,50000,2,3,plurality,0.05,4,12
4841,1.075,50000,2,3,plurality,0.05,4,22
4842,1.344,50000,2,3,plurality,0.05,5,2
4843,1.212,50000,2,3,plurality,0.05,5,12
4844,1.012,50000,2,3,plurality,0.05,5,22
4845,0.426,50000,2,3,plurality,0.05,6,2
4846,0.726,50000,2,3,plurality,0.05,6,12
4847,0.961,50000,2,3,plurality,0.05,6,22
4848,0.97,50000,2,3,plurality,0.05,7,2
4849,0.837,50000,2,3,plurality,0.05,7,12
4850,0.997,50000,2,3,plurality,0.05,7,22
4851,1.204,50000,2,3,plurality,0.05,8,2
4852,0.925,50000,2,3,plurality,0.05,8,12
4853,1.02,50000,2,3,plurality,0.05,8,22
4854,0.486,50000,2,3,plurality,0.05,9,2
4855,1.148,50000,2,3,plurality,0.05,9,12
4856,1.165,50000,2,3,plurality,0.05,9,22
4857,0.946,50000,2,3,plurality,0.05,10,2
4858,0.82,50000,2,3,plurality,0.05,10,12
4859,0.968,50000,2,3,plurality,0.05,10,22
4860,1.033,50000,10,1,majority,0.0,2,2
4861,1.07,50000,10,1,majority,0.0,2,12
4862,0.97,50000,10,1,majority,0.0,2,22
4863,1.271,50000,10,1,majority,0.0,3,2
4864,1.289,50000,10,1,majority,0.0,3,12
4865,1.102,50000,10,1,majority,0.0,3,22
4866,1.173,50000,10,1,majority,0.0,4,2
4867,1.131,50000,10,1,majority,0.0,4,12
4868,0.974,50000,10,1,majority,0.0,4,22
4869,1.314,50000,10,1,majority,0.0,5,2
4870,1.234,50000,10,1,majority,0.0,5,12
4871,1.232,50000,10,1,majority,0.0,5,22
4872,1.649,50000,10,1,majority,0.0,6,2
4873,1.314,50000,10,1,majority,0.0,6,12
4874,1.282,50000,10,1,majority,0.0,6,22
4875,1.44,50000,10,1,majority,0.0,7,2
4876,1.396,50000,10,1,majority,0.0,7,12
4877,1.203,50000,10,1,majority,0.0,7,22
4878,1.083,50000,10,1,majority,0.0,8,2
4879,1.215,50000,10,1,majority,0.0,8,12
4880,1.279,50000,10,1,majority,0.0,8,22
4881,1.626,50000,10,1,majority,0.0,9,2
4882,1.29,50000,10,1,majority,0.0,9,12
4883,1.44,50000,10,1,majority,0.0,9,22
4884,1.014,50000,10,1,majority,0.0,10,2
4885,1.298,50000,10,1,majority,0.0,10,12
4886,1.33,50000,10,1,majority,0.0,10,22
4887,0.69,50000,10,1,majority,0.01,2,2
4888,1.059,50000,10,1,majority,0.01,2,12
4889,1.022,50000,10,1,majority,0.01,2,22
4890,1.052,50000,10,1,majority,0.01,3,2
4891,1.161,50000,10,1,majority,0.01,3,12
4892,0.996,50000,10,1,majority,0.01,3,22
4893,1.033,50000,10,1,majority,0.01,4,2
4894,1.016,50000,10,1,majority,0.01,4,12
4895,1.129,50000,10,1,majority,0.01,4,22
4896,1.539,50000,10,1,majority,0.01,5,2
4897,1.343,50000,10,1,majority,0.01,5,12
4898,1.144,50000,10,1,majority,0.01,5,22
4899,1.834,50000,10,1,majority,0.01,6,2
4900,1.141,50000,10,1,majority,0.01,6,12
4901,1.151,50000,10,1,majority,0.01,6,22
4902,1.622,50000,10,1,majority,0.01,7,2
4903,1.183,50000,10,1,majority,0.01,7,12
4904,1.168,50000,10,1,majority,0.01,7,22
4905,1.295,50000,10,1,majority,0.01,8,2
4906,1.33,50000,10,1,majority,0.01,8,12
4907,1.133,50000,10,1,majority,0.01,8,22
4908,1.309,50000,10,1,majority,0.01,9,2
4909,1.411,50000,10,1,majority,0.01,9,12
4910,1.197,50000,10,1,majority,0.01,9,22
4911,1.205,50000,10,1,majority,0.01,10,2
4912,1.3,50000,10,1,majority,0.01,10,12
4913,1.336,50000,10,1,majority,0.01,10,22
4914,1.17,50000,10,1,majority,0.05,2,2
4915,0.925,50000,10,1,majority,0.05,2,12
4916,0.972,50000,10,1,majority,0.05,2,22
4917,1.136,50000,10,1,majority,0.05,3,2
4918,1.046,50000,10,1,majority,0.05,3,12
4919,0.986,50000,10,1,majority,0.05,3,22
4920,1.218,50000,10,1,majority,0.05,4,2
4921,1.111,50000,10,1,majority,0.05,4,12
4922,1.452,50000,10,1,majority,0.05,4,22
4923,0.977,50000,10,1,majority,0.05,5,2
4924,1.179,50000,10,1,majority,0.05,5,12
4925,1.329,50000,10,1,majority,0.05,5,22
4926,1.168,50000,10,1,majority,0.05,6,2
4927,1.344,50000,10,1,majority,0.05,6,12
4928,1.137,50000,10,1,majority,0.05,6,22
4929,1.006,50000,10,1,majority,0.05,7,2
4930,1.268,50000,10,1,majority,0.05,7,12
4931,1.339,50000,10,1,majority,0.05,7,22
4932,1.705,50000,10,1,majority,0.05,8,2
4933,1.258,50000,10,1,majority,0.05,8,12
4934,1.323,50000,10,1,majority,0.05,8,22
4935,1.503,50000,10,1,majority,0.05,9,2
4936,1.579,50000,10,1,majority,0.05,9,12
4937,1.487,50000,10,1,majority,0.05,9,22
4938,1.371,50000,10,1,majority,0.05,10,2
4939,1.181,50000,10,1,majority,0.05,10,12
4940,1.476,50000,10,1,majority,0.05,10,22
4941,1.156,50000,10,1,plurality,0.0,2,2
4942,1.082,50000,10,1,plurality,0.0,2,12
4943,1.028,50000,10,1,plurality,0.0,2,22
4944,1.349,50000,10,1,plurality,0.0,3,2
4945,1.076,50000,10,1,plurality,0.0,3,12
4946,1.011,50000,10,1,plurality,0.0,3,22
4947,1.29,50000,10,1,plurality,0.0,4,2
4948,1.073,50000,10,1,plurality,0.0,4,12
4949,0.998,50000,10,1,plurality,0.0,4,22
4950,1.215,50000,10,1,plurality,0.0,5,2
4951,1.124,50000,10,1,plurality,0.0,5,12
4952,1.081,50000,10,1,plurality,0.0,5,22
4953,1.103,50000,10,1,plurality,0.0,6,2
4954,1.232,50000,10,1,plurality,0.0,6,12
4955,1.089,50000,10,1,plurality,0.0,6,22
4956,1.267,50000,10,1,plurality,0.0,7,2
4957,1.029,50000,10,1,plurality,0.0,7,12
4958,1.142,50000,10,1,plurality,0.0,7,22
4959,1.473,50000,10,1,plurality,0.0,8,2
4960,1.248,50000,10,1,plurality,0.0,8,12
4961,1.184,50000,10,1,plurality,0.0,8,22
4962,1.254,50000,10,1,plurality,0.0,9,2
4963,1.307,50000,10,1,plurality,0.0,9,12
4964,1.217,50000,10,1,plurality,0.0,9,22
4965,1.34,50000,10,1,plurality,0.0,10,2
4966,1.154,50000,10,1,plurality,0.0,10,12
4967,1.531,50000,10,1,plurality,0.0,10,22
4968,1.088,50000,10,1,plurality,0.01,2,2
4969,0.963,50000,10,1,plurality,0.01,2,12
4970,0.954,50000,10,1,plurality,0.01,2,22
4971,1.024,50000,10,1,plurality,0.01,3,2
4972,1.105,50000,10,1,plurality,0.01,3,12
4973,1.02,50000,10,1,plurality,0.01,3,22
4974,1.463,50000,10,1,plurality,0.01,4,2
4975,1.112,50000,10,1,plurality,0.01,4,12
4976,1.006,50000,10,1,plurality,0.01,4,22
4977,1.155,50000,10,1,plurality,0.01,5,2
4978,1.117,50000,10,1,plurality,0.01,5,12
4979,1.074,50000,10,1,plurality,0.01,5,22
4980,1.131,50000,10,1,plurality,0.01,6,2
4981,1.222,50000,10,1,plurality,0.01,6,12
4982,1.081,50000,10,1,plurality,0.01,6,22
4983,1.065,50000,10,1,plurality,0.01,7,2
4984,1.217,50000,10,1,plurality,0.01,7,12
4985,1.093,50000,10,1,plurality,0.01,7,22
4986,1.365,50000,10,1,plurality,0.01,8,2
4987,1.179,50000,10,1,plurality,0.01,8,12
4988,1.221,50000,10,1,plurality,0.01,8,22
4989,1.416,50000,10,1,plurality,0.01,9,2
4990,1.157,50000,10,1,plurality,0.01,9,12
4991,1.161,50000,10,1,plurality,0.01,9,22
4992,1.214,50000,10,1,plurality,0.01,10,2
4993,1.264,50000,10,1,plurality,0.01,10,12
4994,1.472,50000,10,1,plurality,0.01,10,22
4995,1.209,50000,10,1,plurality,0.05,2,2
4996,1.006,50000,10,1,plurality,0.05,2,12
4997,1.065,50000,10,1,plurality,0.05,2,22
4998,1.177,50000,10,1,plurality,0.05,3,2
4999,1.057,50000,10,1,plurality,0.05,3,12
5000,1.012,50000,10,1,plurality,0.05,3,22
5001,1.083,50000,10,1,plurality,0.05,4,2
5002,1.072,50000,10,1,plurality,0.05,4,12
5003,1.095,50000,10,1,plurality,0.05,4,22
5004,1.289,50000,10,1,plurality,0.05,5,2
5005,1.123,50000,10,1,plurality,0.05,5,12
5006,1.01,50000,10,1,plurality,0.05,5,22
5007,1.362,50000,10,1,plurality,0.05,6,2
5008,1.116,50000,10,1,plurality,0.05,6,12
5009,1.035,50000,10,1,plurality,0.05,6,22
5010,1.626,50000,10,1,plurality,0.05,7,2
5011,1.135,50000,10,1,plurality,0.05,7,12
5012,1.163,50000,10,1,plurality,0.05,7,22
5013,1.279,50000,10,1,plurality,0.05,8,2
5014,1.255,50000,10,1,plurality,0.05,8,12
5015,1.158,50000,10,1,plurality,0.05,8,22
5016,1.035,50000,10,1,plurality,0.05,9,2
5017,1.214,50000,10,1,plurality,0.05,9,12
5018,1.155,50000,10,1,plurality,0.05,9,22
5019,1.506,50000,10,1,plurality,0.05,10,2
5020,1.211,50000,10,1,plurality,0.05,10,12
5021,1.224,50000,10,1,plurality,0.05,10,22
5022,1.187,50000,10,2,majority,0.0,2,2
5023,1.025,50000,10,2,majority,0.0,2,12
5024,1.056,50000,10,2,majority,0.0,2,22
5025,1.174,50000,10,2,majority,0.0,3,2
5026,1.073,50000,10,2,majority,0.0,3,12
5027,1.019,50000,10,2,majority,0.0,3,22
5028,1.4,50000,10,2,majority,0.0,4,2
5029,1.257,50000,10,2,majority,0.0,4,12
5030,1.061,50000,10,2,majority,0.0,4,22
5031,1.113,50000,10,2,majority,0.0,5,2
5032,1.157,50000,10,2,majority,0.0,5,12
5033,1.009,50000,10,2,majority,0.0,5,22
5034,1.359,50000,10,2,majority,0.0,6,2
5035,1.207,50000,10,2,majority,0.0,6,12
5036,1.317,50000,10,2,majority,0.0,6,22
5037,1.635,50000,10,2,majority,0.0,7,2
5038,1.374,50000,10,2,majority,0.0,7,12
5039,1.36,50000,10,2,majority,0.0,7,22
5040,1.419,50000,10,2,majority,0.0,8,2
5041,1.303,50000,10,2,majority,0.0,8,12
5042,1.252,50000,10,2,majority,0.0,8,22
5043,1.064,50000,10,2,majority,0.0,9,2
5044,1.16,50000,10,2,majority,0.0,9,12
5045,1.146,50000,10,2,majority,0.0,9,22
5046,1.361,50000,10,2,majority,0.0,10,2
5047,1.273,50000,10,2,majority,0.0,10,12
5048,1.318,50000,10,2,majority,0.0,10,22
5049,1.142,50000,10,2,majority,0.01,2,2
5050,1.027,50000,10,2,majority,0.01,2,12
5051,1.001,50000,10,2,majority,0.01,2,22
5052,1.001,50000,10,2,majority,0.01,3,2
5053,1.172,50000,10,2,majority,0.01,3,12
5054,1.029,50000,10,2,majority,0.01,3,22
5055,1.351,50000,10,2,majority,0.01,4,2
5056,1.148,50000,10,2,majority,0.01,4,12
5057,1.041,50000,10,2,majority,0.01,4,22
5058,1.275,50000,10,2,majority,0.01,5,2
5059,1.123,50000,10,2,majority,0.01,5,12
5060,1.32,50000,10,2,majority,0.01,5,22
5061,0.956,50000,10,2,majority,0.01,6,2
5062,1.391,50000,10,2,majority,0.01,6,12
5063,1.174,50000,10,2,majority,0.01,6,22
5064,1.219,50000,10,2,majority,0.01,7,2
5065,1.397,50000,10,2,majority,0.01,7,12
5066,1.101,50000,10,2,majority,0.01,7,22
5067,1.081,50000,10,2,majority,0.01,8,2
5068,1.443,50000,10,2,majority,0.01,8,12
5069,1.18,50000,10,2,majority,0.01,8,22
5070,1.478,50000,10,2,majority,0.01,9,2
5071,1.259,50000,10,2,majority,0.01,9,12
5072,1.279,50000,10,2,majority,0.01,9,22
5073,1.476,50000,10,2,majority,0.01,10,2
5074,1.338,50000,10,2,majority,0.01,10,12
5075,1.263,50000,10,2,majority,0.01,10,22
5076,1.172,50000,10,2,majority,0.05,2,2
5077,1.082,50000,10,2,majority,0.05,2,12
5078,1.014,50000,10,2,majority,0.05,2,22
5079,1.223,50000,10,2,majority,0.05,3,2
5080,0.998,50000,10,2,majority,0.05,3,12
5081,1.094,50000,10,2,majority,0.05,3,22
5082,1.464,50000,10,2,majority,0.05,4,2
