,fairness,electorate_size,electoral_system,issues
1864,0.99,10000,plurality,12
1865,0.914,10000,plurality,22
1866,1.177,10000,plurality,2
1867,1.037,10000,plurality,12
1868,1.042,10000,plurality,22
1869,1.28,10000,plurality,2
1870,1.093,10000,plurality,12
1871,1.224,10000,plurality,22
1872,1.559,10000,plurality,2
1873,1.295,10000,plurality,12
1874,1.13,10000,plurality,22
1875,0.957,10000,plurality,2
1876,1.103,10000,plurality,12
1877,1.21,10000,plurality,22
1878,1.075,10000,plurality,2
1879,1.278,10000,plurality,12
1880,1.173,10000,plurality,22
1881,0.918,10000,plurality,2
1882,1.186,10000,plurality,12
1883,1.177,10000,plurality,22
1884,1.013,10000,plurality,2
1885,1.231,10000,plurality,12
1886,1.095,10000,plurality,22
1887,1.706,10000,plurality,2
1888,1.229,10000,plurality,12
1889,1.266,10000,plurality,22
1890,1.101,10000,majority,2
1891,0.954,10000,majority,12
1892,0.947,10000,majority,22
1893,1.37,10000,majority,2
1894,1.051,10000,majority,12
1895,1.109,10000,majority,22
1896,1.452,10000,majority,2
1897,1.272,10000,majority,12
1898,1.236,10000,majority,22
1899,1.437,10000,majority,2
1900,1.152,10000,majority,12
1901,1.2,10000,majority,22
1902,1.287,10000,majority,2
1903,1.26,10000,majority,12
1904,1.193,10000,majority,22
1905,0.837,10000,majority,2
1906,1.188,10000,majority,12
1907,1.173,10000,majority,22
1908,0.782,10000,majority,2
1909,1.044,10000,majority,12
1910,1.138,10000,majority,22
1911,0.916,10000,majority,2
1912,1.147,10000,majority,12
1913,1.227,10000,majority,22
1914,1.618,10000,majority,2
1915,1.31,10000,majority,12
1916,1.069,10000,majority,22
1917,0.857,10000,plurality,2
1918,1.029,10000,plurality,12
1919,1.101,10000,plurality,22
1920,1.3,10000,plurality,2
1921,1.044,10000,plurality,12
1922,0.965,10000,plurality,22
1923,1.364,10000,plurality,2
1924,1.093,10000,plurality,12
1925,1.21,10000,plurality,22
1926,1.089,10000,plurality,2
1927,1.189,10000,plurality,12
1928,1.103,10000,plurality,22
1929,1.548,10000,plurality,2
1930,1.265,10000,plurality,12
1931,1.173,10000,plurality,22
1932,1.369,10000,plurality,2
1933,1.197,10000,plurality,12
1934,1.285,10000,plurality,22
1935,1.184,10000,plurality,2
1936,1.158,10000,plurality,12
1937,1.201,10000,plurality,22
1938,0.996,10000,plurality,2
1939,1.164,10000,plurality,12
1940,1.169,10000,plurality,22
1941,1.034,10000,plurality,2
1942,1.313,10000,plurality,12
1943,1.231,10000,plurality,22
1944,1.312,10000,majority,2
1945,0.926,10000,majority,12
1946,1.052,10000,majority,22
1947,0.83,10000,majority,2
1948,0.953,10000,majority,12
1949,1.135,10000,majority,22
1950,1.42,10000,majority,2
1951,1.025,10000,majority,12
1952,1.133,10000,majority,22
1953,1.294,10000,majority,2
1954,1.165,10000,majority,12
1955,1.217,10000,majority,22
1956,1.384,10000,majority,2
1957,1.313,10000,majority,12
1958,1.169,10000,majority,22
1959,1.012,10000,majority,2
1960,1.152,10000,majority,12
1961,1.233,10000,majority,22
1962,1.565,10000,majority,2
1963,1.264,10000,majority,12
1964,1.096,10000,majority,22
1965,1.195,10000,majority,2
1966,1.307,10000,majority,12
1967,1.165,10000,majority,22
1968,1.005,10000,majority,2
1969,1.188,10000,majority,12
1970,1.107,10000,majority,22
1971,0.951,10000,plurality,2
1972,1.042,10000,plurality,12
1973,0.938,10000,plurality,22
1974,1.195,10000,plurality,2
1975,1.06,10000,plurality,12
1976,1.034,10000,plurality,22
1977,1.238,10000,plurality,2
1978,1.104,10000,plurality,12
1979,1.204,10000,plurality,22
1980,1.03,10000,plurality,2
1981,1.168,10000,plurality,12
1982,1.188,10000,plurality,22
1983,1.566,10000,plurality,2
1984,1.216,10000,plurality,12
1985,1.182,10000,plurality,22
1986,0.925,10000,plurality,2
1987,1.171,10000,plurality,12
1988,1.228,10000,plurality,22
1989,0.933,10000,plurality,2
1990,1.225,10000,plurality,12
1991,1.233,10000,plurality,22
1992,1.088,10000,plurality,2
1993,1.103,10000,plurality,12
1994,1.099,10000,plurality,22
1995,1.086,10000,plurality,2
1996,1.158,10000,plurality,12
1997,1.182,10000,plurality,22
1998,1.127,10000,majority,2
1999,0.939,10000,majority,12
2000,1.06,10000,majority,22
2001,0.985,10000,majority,2
2002,1.036,10000,majority,12
2003,0.99,10000,majority,22
2004,1.249,10000,majority,2
2005,1.192,10000,majority,12
2006,1.175,10000,majority,22
2007,1.372,10000,majority,2
2008,1.22,10000,majority,12
2009,1.161,10000,majority,22
2010,1.085,10000,majority,2
2011,1.251,10000,majority,12
2012,1.093,10000,majority,22
2013,0.994,10000,majority,2
2014,1.205,10000,majority,12
2015,1.147,10000,majority,22
2016,0.972,10000,majority,2
2017,1.242,10000,majority,12
2018,1.255,10000,majority,22
2019,1.61,10000,majority,2
2020,1.187,10000,majority,12
2021,1.092,10000,majority,22
2022,1.713,10000,majority,2
2023,1.054,10000,majority,12
2024,1.095,10000,majority,22
2025,1.076,10000,plurality,2
2026,0.954,10000,plurality,12
2027,0.973,10000,plurality,22
2028,1.179,10000,plurality,2
2029,1.047,10000,plurality,12
2030,1.04,10000,plurality,22
2031,1.093,10000,plurality,2
2032,1.089,10000,plurality,12
2033,1.085,10000,plurality,22
2034,1.182,10000,plurality,2
2035,1.153,10000,plurality,12
2036,1.19,10000,plurality,22
2037,1.361,10000,plurality,2
2038,1.268,10000,plurality,12
2039,1.172,10000,plurality,22
2040,1.03,10000,plurality,2
2041,1.186,10000,plurality,12
2042,1.066,10000,plurality,22
2043,0.953,10000,plurality,2
2044,1.124,10000,plurality,12
2045,1.062,10000,plurality,22
2046,0.962,10000,plurality,2
2047,1.172,10000,plurality,12
2048,1.194,10000,plurality,22
2049,1.079,10000,plurality,2
2050,1.054,10000,plurality,12
2051,1.168,10000,plurality,22
2052,1.074,10000,majority,2
2053,1.029,10000,majority,12
2054,0.94,10000,majority,22
2055,0.965,10000,majority,2
2056,1.205,10000,majority,12
2057,1.028,10000,majority,22
2058,1.16,10000,majority,2
2059,1.157,10000,majority,12
2060,1.128,10000,majority,22
2061,1.29,10000,majority,2
2062,1.222,10000,majority,12
2063,1.035,10000,majority,22
2064,1.203,10000,majority,2
2065,1.172,10000,majority,12
2066,1.233,10000,majority,22
2067,0.712,10000,majority,2
2068,1.12,10000,majority,12
2069,1.272,10000,majority,22
2070,1.621,10000,majority,2
2071,1.253,10000,majority,12
2072,1.222,10000,majority,22
2073,1.02,10000,majority,2
2074,1.121,10000,majority,12
2075,1.142,10000,majority,22
2076,1.59,10000,majority,2
2077,1.363,10000,majority,12
2078,1.17,10000,majority,22
2079,1.026,10000,plurality,2
2080,1.06,10000,plurality,12
2081,0.962,10000,plurality,22
2082,1.179,10000,plurality,2
2083,1.015,10000,plurality,12
2084,1.001,10000,plurality,22
2085,1.251,10000,plurality,2
2086,1.167,10000,plurality,12
2087,1.132,10000,plurality,22
2088,0.946,10000,plurality,2
2089,1.29,10000,plurality,12
2090,1.143,10000,plurality,22
2091,1.019,10000,plurality,2
2092,1.174,10000,plurality,12
2093,1.092,10000,plurality,22
2094,0.918,10000,plurality,2
2095,1.256,10000,plurality,12
2096,1.133,10000,plurality,22
2097,0.827,10000,plurality,2
2098,1.101,10000,plurality,12
2099,1.229,10000,plurality,22
2100,1.103,10000,plurality,2
2101,1.097,10000,plurality,12
2102,1.168,10000,plurality,22
2103,0.972,10000,plurality,2
2104,1.144,10000,plurality,12
2105,1.164,10000,plurality,22
2106,1.103,10000,majority,2
2107,1.001,10000,majority,12
2108,1.041,10000,majority,22
2109,1.476,10000,majority,2
2110,1.005,10000,majority,12
2111,1.118,10000,majority,22
2112,1.406,10000,majority,2
2113,1.116,10000,majority,12
2114,1.145,10000,majority,22
2115,1.244,10000,majority,2
2116,1.104,10000,majority,12
2117,1.135,10000,majority,22
2118,1.034,10000,majority,2
2119,1.272,10000,majority,12
2120,1.143,10000,majority,22
2121,1.612,10000,majority,2
2122,1.134,10000,majority,12
2123,1.267,10000,majority,22
2124,1.336,10000,majority,2
2125,1.098,10000,majority,12
2126,1.182,10000,majority,22
2127,1.373,10000,majority,2
2128,1.112,10000,majority,12
2129,1.119,10000,majority,22
2130,1.02,10000,majority,2
2131,1.171,10000,majority,12
2132,1.176,10000,majority,22
2133,1.089,10000,plurality,2
2134,1.016,10000,plurality,12
2135,0.979,10000,plurality,22
2136,1.245,10000,plurality,2
2137,1.131,10000,plurality,12
2138,0.957,10000,plurality,22
2139,1.163,10000,plurality,2
2140,1.127,10000,plurality,12
2141,1.038,10000,plurality,22
2142,0.932,10000,plurality,2
2143,1.261,10000,plurality,12
2144,1.154,10000,plurality,22
2145,1.037,10000,plurality,2
2146,1.24,10000,plurality,12
2147,1.121,10000,plurality,22
2148,0.988,10000,plurality,2
2149,1.158,10000,plurality,12
2150,1.148,10000,plurality,22
2151,0.93,10000,plurality,2
2152,1.109,10000,plurality,12
2153,1.128,10000,plurality,22
2154,1.043,10000,plurality,2
2155,1.082,10000,plurality,12
2156,1.243,10000,plurality,22
2157,1.028,10000,plurality,2
2158,1.114,10000,plurality,12
2159,1.166,10000,plurality,22
2160,1.011,10000,majority,2
2161,0.911,10000,majority,12
2162,0.952,10000,majority,22
2163,1.083,10000,majority,2
2164,1.044,10000,majority,12
2165,1.283,10000,majority,22
2166,1.725,10000,majority,2
2167,1.0,10000,majority,12
2168,1.09,10000,majority,22
2169,1.185,10000,majority,2
2170,1.187,10000,majority,12
2171,1.263,10000,majority,22
2172,0.671,10000,majority,2
2173,1.141,10000,majority,12
2174,1.244,10000,majority,22
2175,0.81,10000,majority,2
2176,1.145,10000,majority,12
2177,1.151,10000,majority,22
2178,1.57,10000,majority,2
2179,1.039,10000,majority,12
2180,1.337,10000,majority,22
2181,0.892,10000,majority,2
2182,1.269,10000,majority,12
2183,1.181,10000,majority,22
2184,1.457,10000,majority,2
2185,1.071,10000,majority,12
2186,1.229,10000,majority,22
2187,1.162,10000,plurality,2
2188,1.04,10000,plurality,12
2189,1.032,10000,plurality,22
2190,1.185,10000,plurality,2
2191,1.1,10000,plurality,12
2192,1.016,10000,plurality,22
2193,1.127,10000,plurality,2
2194,1.116,10000,plurality,12
2195,0.994,10000,plurality,22
2196,1.235,10000,plurality,2
2197,1.221,10000,plurality,12
2198,1.165,10000,plurality,22
2199,1.666,10000,plurality,2
2200,1.44,10000,plurality,12
2201,1.377,10000,plurality,22
2202,1.627,10000,plurality,2
2203,1.405,10000,plurality,12
2204,1.392,10000,plurality,22
2205,0.773,10000,plurality,2
2206,1.222,10000,plurality,12
2207,1.423,10000,plurality,22
2208,1.698,10000,plurality,2
2209,1.332,10000,plurality,12
2210,1.237,10000,plurality,22
2211,1.466,10000,plurality,2
2212,1.356,10000,plurality,12
2213,1.241,10000,plurality,22
2214,1.198,10000,majority,2
2215,0.952,10000,majority,12
2216,0.924,10000,majority,22
2217,1.297,10000,majority,2
2218,1.118,10000,majority,12
2219,1.086,10000,majority,22
2220,1.189,10000,majority,2
2221,1.568,10000,majority,12
2222,1.089,10000,majority,22
2223,1.452,10000,majority,2
2224,1.413,10000,majority,12
2225,1.171,10000,majority,22
2226,1.11,10000,majority,2
2227,1.143,10000,majority,12
2228,1.158,10000,majority,22
2229,1.231,10000,majority,2
2230,1.236,10000,majority,12
2231,1.218,10000,majority,22
2232,0.8,10000,majority,2
2233,1.359,10000,majority,12
2234,1.246,10000,majority,22
2235,1.16,10000,majority,2
2236,1.433,10000,majority,12
2237,1.371,10000,majority,22
2238,1.373,10000,majority,2
2239,1.325,10000,majority,12
2240,1.312,10000,majority,22
2241,0.971,10000,plurality,2
2242,0.98,10000,plurality,12
2243,0.98,10000,plurality,22
2244,1.302,10000,plurality,2
2245,0.971,10000,plurality,12
2246,0.987,10000,plurality,22
2247,1.157,10000,plurality,2
2248,1.182,10000,plurality,12
2249,1.124,10000,plurality,22
2250,0.614,10000,plurality,2
2251,1.379,10000,plurality,12
2252,1.108,10000,plurality,22
2253,1.005,10000,plurality,2
2254,1.037,10000,plurality,12
2255,1.372,10000,plurality,22
2256,1.58,10000,plurality,2
2257,1.1,10000,plurality,12
2258,1.218,10000,plurality,22
2259,0.782,10000,plurality,2
2260,1.496,10000,plurality,12
2261,1.241,10000,plurality,22
2262,1.446,10000,plurality,2
2263,1.281,10000,plurality,12
2264,1.339,10000,plurality,22
2265,1.294,10000,plurality,2
2266,1.299,10000,plurality,12
2267,1.379,10000,plurality,22
2268,1.119,10000,majority,2
2269,1.017,10000,majority,12
2270,0.95,10000,majority,22
2271,1.044,10000,majority,2
2272,1.178,10000,majority,12
2273,1.119,10000,majority,22
2274,1.344,10000,majority,2
2275,1.088,10000,majority,12
2276,1.215,10000,majority,22
2277,0.979,10000,majority,2
2278,1.296,10000,majority,12
2279,1.25,10000,majority,22
2280,1.316,10000,majority,2
2281,1.362,10000,majority,12
2282,1.301,10000,majority,22
2283,1.611,10000,majority,2
2284,1.338,10000,majority,12
2285,1.246,10000,majority,22
2286,0.943,10000,majority,2
2287,1.28,10000,majority,12
2288,1.273,10000,majority,22
2289,1.462,10000,majority,2
2290,1.395,10000,majority,12
2291,1.224,10000,majority,22
2292,1.293,10000,majority,2
2293,1.14,10000,majority,12
2294,1.238,10000,majority,22
2295,1.078,10000,plurality,2
2296,1.053,10000,plurality,12
2297,0.963,10000,plurality,22
2298,1.275,10000,plurality,2
2299,1.029,10000,plurality,12
2300,1.162,10000,plurality,22
2301,1.0,10000,plurality,2
2302,1.056,10000,plurality,12
2303,0.995,10000,plurality,22
2304,1.067,10000,plurality,2
2305,1.378,10000,plurality,12
2306,1.188,10000,plurality,22
2307,1.106,10000,plurality,2
2308,1.094,10000,plurality,12
2309,1.303,10000,plurality,22
2310,0.993,10000,plurality,2
2311,1.413,10000,plurality,12
2312,1.241,10000,plurality,22
2313,1.434,10000,plurality,2
2314,1.132,10000,plurality,12
2315,1.229,10000,plurality,22
2316,0.967,10000,plurality,2
2317,1.242,10000,plurality,12
2318,1.174,10000,plurality,22
2319,0.911,10000,plurality,2
2320,1.278,10000,plurality,12
2321,1.321,10000,plurality,22
2322,1.077,10000,majority,2
2323,0.992,10000,majority,12
2324,0.959,10000,majority,22
2325,1.371,10000,majority,2
2326,1.091,10000,majority,12
2327,1.066,10000,majority,22
2328,1.021,10000,majority,2
2329,1.015,10000,majority,12
2330,1.107,10000,majority,22
2331,1.288,10000,majority,2
2332,1.205,10000,majority,12
2333,1.19,10000,majority,22
2334,1.422,10000,majority,2
2335,1.496,10000,majority,12
2336,1.217,10000,majority,22
2337,1.196,10000,majority,2
2338,1.177,10000,majority,12
2339,1.205,10000,majority,22
2340,0.987,10000,majority,2
2341,1.228,10000,majority,12
2342,1.216,10000,majority,22
2343,1.122,10000,majority,2
2344,1.204,10000,majority,12
2345,1.222,10000,majority,22
2346,1.1,10000,majority,2
2347,1.224,10000,majority,12
2348,1.257,10000,majority,22
2349,1.169,10000,plurality,2
2350,1.035,10000,plurality,12
2351,0.939,10000,plurality,22
2352,0.998,10000,plurality,2
2353,0.911,10000,plurality,12
2354,1.082,10000,plurality,22
2355,1.395,10000,plurality,2
2356,1.123,10000,plurality,12
2357,1.055,10000,plurality,22
2358,1.308,10000,plurality,2
2359,1.201,10000,plurality,12
2360,1.186,10000,plurality,22
2361,1.45,10000,plurality,2
2362,1.215,10000,plurality,12
2363,1.214,10000,plurality,22
2364,1.668,10000,plurality,2
2365,1.261,10000,plurality,12
2366,1.219,10000,plurality,22
2367,1.229,10000,plurality,2
2368,1.196,10000,plurality,12
2369,1.117,10000,plurality,22
2370,1.344,10000,plurality,2
2371,1.246,10000,plurality,12
2372,1.377,10000,plurality,22
2373,1.129,10000,plurality,2
2374,1.26,10000,plurality,12
2375,1.219,10000,plurality,22
2376,0.931,10000,majority,2
2377,0.913,10000,majority,12
2378,0.98,10000,majority,22
2379,0.977,10000,majority,2
2380,1.064,10000,majority,12
2381,1.104,10000,majority,22
2382,1.636,10000,majority,2
2383,1.057,10000,majority,12
2384,1.177,10000,majority,22
2385,1.261,10000,majority,2
2386,0.916,10000,majority,12
2387,1.355,10000,majority,22
2388,1.318,10000,majority,2
2389,1.385,10000,majority,12
2390,1.162,10000,majority,22
2391,1.386,10000,majority,2
2392,1.245,10000,majority,12
2393,1.197,10000,majority,22
2394,1.453,10000,majority,2
2395,1.317,10000,majority,12
2396,1.258,10000,majority,22
2397,1.321,10000,majority,2
2398,1.306,10000,majority,12
2399,1.244,10000,majority,22
2400,0.83,10000,majority,2
2401,1.258,10000,majority,12
2402,1.184,10000,majority,22
2403,0.945,10000,plurality,2
2404,0.94,10000,plurality,12
2405,1.034,10000,plurality,22
2406,1.344,10000,plurality,2
2407,1.114,10000,plurality,12
2408,1.111,10000,plurality,22
2409,1.123,10000,plurality,2
2410,1.163,10000,plurality,12
2411,0.979,10000,plurality,22
2412,1.368,10000,plurality,2
2413,1.07,10000,plurality,12
2414,1.182,10000,plurality,22
2415,1.386,10000,plurality,2
2416,1.229,10000,plurality,12
2417,1.366,10000,plurality,22
2418,1.566,10000,plurality,2
2419,1.319,10000,plurality,12
2420,1.106,10000,plurality,22
2421,0.963,10000,plurality,2
2422,1.142,10000,plurality,12
2423,1.086,10000,plurality,22
2424,1.244,10000,plurality,2
2425,1.289,10000,plurality,12
2426,1.259,10000,plurality,22
2427,0.998,10000,plurality,2
2428,1.228,10000,plurality,12
2429,1.316,10000,plurality,22
2430,1.129,10000,majority,2
2431,0.993,10000,majority,12
2432,0.973,10000,majority,22
2433,1.15,10000,majority,2
2434,1.029,10000,majority,12
2435,1.123,10000,majority,22
2436,1.007,10000,majority,2
2437,1.166,10000,majority,12
2438,1.335,10000,majority,22
2439,1.509,10000,majority,2
2440,1.253,10000,majority,12
2441,1.219,10000,majority,22
2442,1.023,10000,majority,2
2443,0.971,10000,majority,12
2444,1.25,10000,majority,22
2445,1.008,10000,majority,2
2446,1.299,10000,majority,12
2447,1.167,10000,majority,22
2448,1.039,10000,majority,2
2449,1.139,10000,majority,12
2450,1.158,10000,majority,22
2451,1.384,10000,majority,2
2452,0.946,10000,majority,12
2453,1.201,10000,majority,22
2454,1.465,10000,majority,2
2455,1.27,10000,majority,12
2456,1.271,10000,majority,22
2457,1.093,10000,plurality,2
2458,0.997,10000,plurality,12
2459,1.053,10000,plurality,22
2460,1.299,10000,plurality,2
2461,1.093,10000,plurality,12
2462,1.072,10000,plurality,22
2463,1.043,10000,plurality,2
2464,1.013,10000,plurality,12
2465,1.035,10000,plurality,22
2466,1.165,10000,plurality,2
2467,1.182,10000,plurality,12
2468,1.387,10000,plurality,22
2469,0.852,10000,plurality,2
2470,1.342,10000,plurality,12
2471,1.075,10000,plurality,22
2472,1.017,10000,plurality,2
2473,1.151,10000,plurality,12
2474,1.172,10000,plurality,22
2475,1.141,10000,plurality,2
2476,1.351,10000,plurality,12
2477,1.329,10000,plurality,22
2478,0.94,10000,plurality,2
2479,1.103,10000,plurality,12
2480,1.256,10000,plurality,22
2481,0.822,10000,plurality,2
2482,1.246,10000,plurality,12
2483,1.251,10000,plurality,22
2484,1.078,10000,majority,2
2485,1.057,10000,majority,12
2486,1.011,10000,majority,22
2487,1.134,10000,majority,2
2488,1.053,10000,majority,12
2489,0.977,10000,majority,22
2490,1.651,10000,majority,2
2491,1.224,10000,majority,12
2492,1.202,10000,majority,22
2493,1.301,10000,majority,2
2494,1.248,10000,majority,12
2495,1.097,10000,majority,22
2496,1.542,10000,majority,2
2497,1.101,10000,majority,12
2498,1.118,10000,majority,22
2499,1.16,10000,majority,2
2500,1.227,10000,majority,12
2501,1.199,10000,majority,22
2502,0.927,10000,majority,2
2503,1.137,10000,majority,12
2504,1.261,10000,majority,22
2505,1.123,10000,majority,2
2506,1.229,10000,majority,12
2507,1.247,10000,majority,22
2508,1.073,10000,majority,2
2509,1.308,10000,majority,12
2510,1.129,10000,majority,22
2511,0.998,10000,plurality,2
2512,0.983,10000,plurality,12
2513,0.946,10000,plurality,22
2514,1.301,10000,plurality,2
2515,1.162,10000,plurality,12
2516,1.044,10000,plurality,22
2517,1.105,10000,plurality,2
2518,1.117,10000,plurality,12
2519,1.158,10000,plurality,22
2520,0.882,10000,plurality,2
2521,1.07,10000,plurality,12
2522,1.246,10000,plurality,22
2523,1.608,10000,plurality,2
2524,1.065,10000,plurality,12
2525,1.319,10000,plurality,22
2526,1.178,10000,plurality,2
2527,1.127,10000,plurality,12
2528,1.203,10000,plurality,22
2529,0.803,10000,plurality,2
2530,1.181,10000,plurality,12
2531,1.151,10000,plurality,22
2532,1.063,10000,plurality,2
2533,1.323,10000,plurality,12
2534,1.121,10000,plurality,22
2535,0.87,10000,plurality,2
2536,1.131,10000,plurality,12
2537,1.238,10000,plurality,22
2538,1.08,10000,majority,2
2539,0.938,10000,majority,12
2540,0.981,10000,majority,22
2541,0.885,10000,majority,2
2542,1.067,10000,majority,12
2543,1.001,10000,majority,22
2544,1.503,10000,majority,2
2545,1.029,10000,majority,12
2546,1.185,10000,majority,22
2547,1.075,10000,majority,2
2548,1.149,10000,majority,12
2549,1.17,10000,majority,22
2550,1.176,10000,majority,2
2551,1.25,10000,majority,12
2552,1.075,10000,majority,22
2553,1.122,10000,majority,2
2554,1.149,10000,majority,12
2555,1.13,10000,majority,22
2556,1.603,10000,majority,2
2557,1.102,10000,majority,12
2558,1.104,10000,majority,22
2559,1.315,10000,majority,2
2560,1.253,10000,majority,12
2561,1.205,10000,majority,22
2562,1.551,10000,majority,2
2563,1.271,10000,majority,12
2564,1.183,10000,majority,22
2565,0.961,10000,plurality,2
2566,1.048,10000,plurality,12
2567,0.936,10000,plurality,22
2568,1.202,10000,plurality,2
2569,1.142,10000,plurality,12
2570,1.008,10000,plurality,22
2571,0.869,10000,plurality,2
2572,0.99,10000,plurality,12
2573,1.008,10000,plurality,22
2574,0.98,10000,plurality,2
2575,1.136,10000,plurality,12
2576,1.244,10000,plurality,22
2577,0.956,10000,plurality,2
2578,1.326,10000,plurality,12
2579,1.218,10000,plurality,22
2580,0.857,10000,plurality,2
2581,1.13,10000,plurality,12
2582,1.188,10000,plurality,22
2583,0.982,10000,plurality,2
2584,1.17,10000,plurality,12
2585,1.219,10000,plurality,22
2586,0.932,10000,plurality,2
2587,1.14,10000,plurality,12
2588,1.276,10000,plurality,22
2589,0.862,10000,plurality,2
2590,1.189,10000,plurality,12
2591,1.166,10000,plurality,22
2592,1.122,10000,majority,2
2593,0.95,10000,majority,12
2594,0.97,10000,majority,22
2595,1.28,10000,majority,2
2596,1.264,10000,majority,12
2597,1.318,10000,majority,22
2598,1.318,10000,majority,2
2599,1.086,10000,majority,12
2600,1.124,10000,majority,22
2601,1.088,10000,majority,2
2602,1.253,10000,majority,12
2603,1.184,10000,majority,22
2604,0.98,10000,majority,2
2605,1.242,10000,majority,12
2606,1.251,10000,majority,22
2607,1.095,10000,majority,2
2608,1.153,10000,majority,12
2609,1.279,10000,majority,22
2610,1.041,10000,majority,2
2611,1.093,10000,majority,12
2612,1.113,10000,majority,22
2613,1.184,10000,majority,2
2614,1.207,10000,majority,12
2615,1.179,10000,majority,22
2616,1.106,10000,majority,2
2617,1.214,10000,majority,12
2618,1.155,10000,majority,22
2619,0.969,10000,plurality,2
2620,1.007,10000,plurality,12
2621,0.958,10000,plurality,22
2622,1.193,10000,plurality,2
2623,1.068,10000,plurality,12
2624,0.996,10000,plurality,22
2625,1.407,10000,plurality,2
2626,1.072,10000,plurality,12
2627,1.081,10000,plurality,22
2628,1.049,10000,plurality,2
2629,1.073,10000,plurality,12
2630,1.151,10000,plurality,22
2631,1.007,10000,plurality,2
2632,1.139,10000,plurality,12
2633,1.151,10000,plurality,22
2634,0.918,10000,plurality,2
2635,1.193,10000,plurality,12
2636,1.128,10000,plurality,22
2637,1.166,10000,plurality,2
2638,1.318,10000,plurality,12
2639,1.146,10000,plurality,22
2640,1.031,10000,plurality,2
2641,1.085,10000,plurality,12
2642,1.179,10000,plurality,22
2643,0.832,10000,plurality,2
2644,1.045,10000,plurality,12
2645,1.194,10000,plurality,22
2646,1.115,10000,majority,2
2647,0.934,10000,majority,12
2648,0.963,10000,majority,22
2649,1.128,10000,majority,2
2650,1.077,10000,majority,12
2651,1.2,10000,majority,22
2652,1.417,10000,majority,2
2653,1.059,10000,majority,12
2654,1.003,10000,majority,22
2655,1.284,10000,majority,2
2656,1.04,10000,majority,12
2657,1.152,10000,majority,22
2658,1.057,10000,majority,2
2659,1.205,10000,majority,12
2660,1.159,10000,majority,22
2661,1.293,10000,majority,2
2662,1.149,10000,majority,12
2663,1.288,10000,majority,22
2664,0.948,10000,majority,2
2665,1.293,10000,majority,12
2666,1.219,10000,majority,22
2667,1.628,10000,majority,2
2668,1.049,10000,majority,12
2669,1.218,10000,majority,22
2670,1.464,10000,majority,2
2671,1.289,10000,majority,12
2672,1.197,10000,majority,22
2673,1.068,10000,plurality,2
2674,0.987,10000,plurality,12
2675,0.984,10000,plurality,22
2676,1.041,10000,plurality,2
2677,1.081,10000,plurality,12
2678,1.037,10000,plurality,22
2679,1.145,10000,plurality,2
2680,1.047,10000,plurality,12
2681,1.018,10000,plurality,22
2682,1.061,10000,plurality,2
2683,1.113,10000,plurality,12
2684,1.154,10000,plurality,22
2685,1.042,10000,plurality,2
2686,1.143,10000,plurality,12
2687,1.153,10000,plurality,22
2688,0.829,10000,plurality,2
2689,1.3,10000,plurality,12
2690,1.152,10000,plurality,22
2691,1.002,10000,plurality,2
2692,1.182,10000,plurality,12
2693,1.23,10000,plurality,22
2694,1.069,10000,plurality,2
2695,1.126,10000,plurality,12
2696,1.148,10000,plurality,22
2697,1.127,10000,plurality,2
2698,1.237,10000,plurality,12
2699,1.096,10000,plurality,22
2700,1.063,10000,majority,2
2701,0.945,10000,majority,12
2702,0.863,10000,majority,22
2703,1.281,10000,majority,2
2704,1.15,10000,majority,12
2705,1.289,10000,majority,22
2706,1.19,10000,majority,2
2707,1.414,10000,majority,12
2708,1.212,10000,majority,22
2709,1.248,10000,majority,2
2710,1.15,10000,majority,12
2711,1.3,10000,majority,22
2712,0.921,10000,majority,2
2713,1.371,10000,majority,12
2714,1.292,10000,majority,22
2715,1.163,10000,majority,2
2716,1.241,10000,majority,12
2717,1.371,10000,majority,22
2718,1.321,10000,majority,2
2719,1.12,10000,majority,12
2720,1.311,10000,majority,22
2721,1.493,10000,majority,2
2722,1.195,10000,majority,12
2723,1.259,10000,majority,22
2724,1.308,10000,majority,2
2725,1.386,10000,majority,12
2726,1.239,10000,majority,22
2727,0.975,10000,plurality,2
2728,1.009,10000,plurality,12
2729,1.101,10000,plurality,22
2730,1.203,10000,plurality,2
2731,1.027,10000,plurality,12
2732,1.181,10000,plurality,22
2733,0.975,10000,plurality,2
2734,1.159,10000,plurality,12
2735,0.991,10000,plurality,22
2736,1.048,10000,plurality,2
2737,1.104,10000,plurality,12
2738,1.129,10000,plurality,22
2739,0.732,10000,plurality,2
2740,1.308,10000,plurality,12
2741,1.186,10000,plurality,22
2742,0.987,10000,plurality,2
2743,1.33,10000,plurality,12
2744,1.363,10000,plurality,22
2745,1.499,10000,plurality,2
2746,1.248,10000,plurality,12
2747,1.206,10000,plurality,22
2748,1.576,10000,plurality,2
2749,1.114,10000,plurality,12
2750,1.225,10000,plurality,22
2751,1.83,10000,plurality,2
2752,1.313,10000,plurality,12
2753,1.32,10000,plurality,22
2754,1.032,10000,majority,2
2755,0.985,10000,majority,12
2756,1.006,10000,majority,22
2757,1.054,10000,majority,2
2758,1.132,10000,majority,12
2759,1.13,10000,majority,22
2760,0.927,10000,majority,2
2761,1.157,10000,majority,12
2762,1.172,10000,majority,22
2763,1.331,10000,majority,2
2764,1.093,10000,majority,12
