,fairness,electorate_size,electoral_system,issues
3666,0.988,10000,plurality,2
3667,1.139,10000,plurality,12
3668,1.131,10000,plurality,22
3669,1.121,10000,plurality,2
3670,1.196,10000,plurality,12
3671,1.188,10000,plurality,22
3672,1.103,10000,majority,2
3673,1.062,10000,majority,12
3674,1.004,10000,majority,22
3675,1.152,10000,majority,2
3676,1.008,10000,majority,12
3677,1.041,10000,majority,22
3678,1.161,10000,majority,2
3679,1.189,10000,majority,12
3680,1.081,10000,majority,22
3681,1.001,10000,majority,2
3682,1.234,10000,majority,12
3683,1.111,10000,majority,22
3684,1.542,10000,majority,2
3685,1.133,10000,majority,12
3686,1.171,10000,majority,22
3687,1.186,10000,majority,2
3688,1.182,10000,majority,12
3689,1.134,10000,majority,22
3690,1.475,10000,majority,2
3691,1.298,10000,majority,12
3692,1.146,10000,majority,22
3693,1.136,10000,majority,2
3694,1.145,10000,majority,12
3695,1.263,10000,majority,22
3696,1.075,10000,majority,2
3697,1.178,10000,majority,12
3698,1.101,10000,majority,22
3699,1.051,10000,plurality,2
3700,0.992,10000,plurality,12
3701,1.018,10000,plurality,22
3702,1.243,10000,plurality,2
3703,0.994,10000,plurality,12
3704,1.042,10000,plurality,22
3705,1.152,10000,plurality,2
3706,1.144,10000,plurality,12
3707,1.019,10000,plurality,22
3708,1.036,10000,plurality,2
3709,1.076,10000,plurality,12
3710,1.124,10000,plurality,22
3711,1.12,10000,plurality,2
3712,1.097,10000,plurality,12
3713,1.084,10000,plurality,22
3714,1.064,10000,plurality,2
3715,1.192,10000,plurality,12
3716,1.194,10000,plurality,22
3717,1.273,10000,plurality,2
3718,1.167,10000,plurality,12
3719,1.179,10000,plurality,22
3720,1.043,10000,plurality,2
3721,1.16,10000,plurality,12
3722,1.156,10000,plurality,22
3723,0.97,10000,plurality,2
3724,1.295,10000,plurality,12
3725,1.114,10000,plurality,22
3726,1.134,10000,majority,2
3727,0.968,10000,majority,12
3728,0.982,10000,majority,22
3729,1.101,10000,majority,2
3730,1.071,10000,majority,12
3731,1.011,10000,majority,22
3732,1.4,10000,majority,2
3733,1.102,10000,majority,12
3734,1.082,10000,majority,22
3735,1.075,10000,majority,2
3736,1.25,10000,majority,12
3737,1.083,10000,majority,22
3738,1.124,10000,majority,2
3739,1.196,10000,majority,12
3740,1.205,10000,majority,22
3741,1.28,10000,majority,2
3742,1.027,10000,majority,12
3743,1.166,10000,majority,22
3744,0.955,10000,majority,2
3745,1.087,10000,majority,12
3746,1.198,10000,majority,22
3747,1.449,10000,majority,2
3748,1.175,10000,majority,12
3749,1.18,10000,majority,22
3750,1.453,10000,majority,2
3751,1.157,10000,majority,12
3752,1.168,10000,majority,22
3753,1.125,10000,plurality,2
3754,1.008,10000,plurality,12
3755,1.01,10000,plurality,22
3756,1.262,10000,plurality,2
3757,1.028,10000,plurality,12
3758,1.062,10000,plurality,22
3759,1.044,10000,plurality,2
3760,1.071,10000,plurality,12
3761,1.025,10000,plurality,22
3762,1.141,10000,plurality,2
3763,1.006,10000,plurality,12
3764,1.065,10000,plurality,22
3765,1.309,10000,plurality,2
3766,1.087,10000,plurality,12
3767,1.089,10000,plurality,22
3768,0.96,10000,plurality,2
3769,1.159,10000,plurality,12
3770,1.092,10000,plurality,22
3771,1.011,10000,plurality,2
3772,1.244,10000,plurality,12
3773,1.248,10000,plurality,22
3774,1.15,10000,plurality,2
3775,1.169,10000,plurality,12
3776,1.233,10000,plurality,22
3777,1.061,10000,plurality,2
3778,1.218,10000,plurality,12
3779,1.169,10000,plurality,22
3780,1.046,10000,majority,2
3781,1.067,10000,majority,12
3782,0.939,10000,majority,22
3783,0.965,10000,majority,2
3784,1.171,10000,majority,12
3785,1.287,10000,majority,22
3786,1.129,10000,majority,2
3787,1.181,10000,majority,12
3788,1.215,10000,majority,22
3789,1.415,10000,majority,2
3790,1.448,10000,majority,12
3791,1.444,10000,majority,22
3792,1.2,10000,majority,2
3793,1.149,10000,majority,12
3794,1.048,10000,majority,22
3795,1.413,10000,majority,2
3796,1.393,10000,majority,12
3797,1.206,10000,majority,22
3798,1.139,10000,majority,2
3799,1.256,10000,majority,12
3800,1.228,10000,majority,22
3801,1.911,10000,majority,2
3802,1.217,10000,majority,12
3803,1.284,10000,majority,22
3804,1.379,10000,majority,2
3805,1.315,10000,majority,12
3806,1.3,10000,majority,22
3807,1.073,10000,plurality,2
3808,0.951,10000,plurality,12
3809,0.991,10000,plurality,22
3810,1.199,10000,plurality,2
3811,1.004,10000,plurality,12
3812,1.027,10000,plurality,22
3813,1.176,10000,plurality,2
3814,1.121,10000,plurality,12
3815,0.994,10000,plurality,22
3816,1.326,10000,plurality,2
3817,1.113,10000,plurality,12
3818,1.166,10000,plurality,22
3819,1.116,10000,plurality,2
3820,1.233,10000,plurality,12
3821,1.059,10000,plurality,22
3822,1.416,10000,plurality,2
3823,1.04,10000,plurality,12
3824,1.175,10000,plurality,22
3825,1.349,10000,plurality,2
3826,1.32,10000,plurality,12
3827,1.243,10000,plurality,22
3828,1.495,10000,plurality,2
3829,1.213,10000,plurality,12
3830,1.337,10000,plurality,22
3831,1.159,10000,plurality,2
3832,1.227,10000,plurality,12
3833,1.513,10000,plurality,22
3834,1.196,10000,majority,2
3835,1.076,10000,majority,12
3836,0.972,10000,majority,22
3837,1.212,10000,majority,2
3838,1.143,10000,majority,12
3839,1.098,10000,majority,22
3840,1.276,10000,majority,2
3841,1.234,10000,majority,12
3842,1.367,10000,majority,22
3843,1.343,10000,majority,2
3844,1.13,10000,majority,12
3845,1.296,10000,majority,22
3846,1.043,10000,majority,2
3847,1.308,10000,majority,12
3848,1.109,10000,majority,22
3849,1.556,10000,majority,2
3850,1.459,10000,majority,12
3851,1.175,10000,majority,22
3852,1.531,10000,majority,2
3853,1.172,10000,majority,12
3854,1.215,10000,majority,22
3855,1.156,10000,majority,2
3856,1.324,10000,majority,12
3857,1.259,10000,majority,22
3858,1.469,10000,majority,2
3859,1.268,10000,majority,12
3860,1.398,10000,majority,22
3861,1.065,10000,plurality,2
3862,1.013,10000,plurality,12
3863,0.974,10000,plurality,22
3864,1.011,10000,plurality,2
3865,0.955,10000,plurality,12
3866,1.089,10000,plurality,22
3867,1.212,10000,plurality,2
3868,0.987,10000,plurality,12
3869,1.143,10000,plurality,22
3870,0.953,10000,plurality,2
3871,1.012,10000,plurality,12
3872,1.165,10000,plurality,22
3873,1.113,10000,plurality,2
3874,1.065,10000,plurality,12
3875,1.229,10000,plurality,22
3876,1.16,10000,plurality,2
3877,1.213,10000,plurality,12
3878,1.173,10000,plurality,22
3879,1.357,10000,plurality,2
3880,1.177,10000,plurality,12
3881,1.3,10000,plurality,22
3882,1.448,10000,plurality,2
3883,1.203,10000,plurality,12
3884,1.359,10000,plurality,22
3885,1.433,10000,plurality,2
3886,1.306,10000,plurality,12
3887,1.23,10000,plurality,22
3888,1.2,10000,majority,2
3889,0.985,10000,majority,12
3890,1.015,10000,majority,22
3891,1.307,10000,majority,2
3892,1.159,10000,majority,12
3893,1.207,10000,majority,22
3894,1.163,10000,majority,2
3895,1.006,10000,majority,12
3896,1.357,10000,majority,22
3897,1.42,10000,majority,2
3898,1.327,10000,majority,12
3899,1.118,10000,majority,22
3900,1.282,10000,majority,2
3901,1.463,10000,majority,12
3902,1.283,10000,majority,22
3903,1.316,10000,majority,2
3904,1.383,10000,majority,12
3905,1.342,10000,majority,22
3906,1.155,10000,majority,2
3907,1.427,10000,majority,12
3908,1.321,10000,majority,22
3909,1.127,10000,majority,2
3910,1.183,10000,majority,12
3911,1.36,10000,majority,22
3912,1.305,10000,majority,2
3913,1.31,10000,majority,12
3914,1.254,10000,majority,22
3915,1.069,10000,plurality,2
3916,0.928,10000,plurality,12
3917,1.041,10000,plurality,22
3918,1.28,10000,plurality,2
3919,1.114,10000,plurality,12
3920,1.065,10000,plurality,22
3921,1.182,10000,plurality,2
3922,1.143,10000,plurality,12
3923,1.102,10000,plurality,22
3924,1.441,10000,plurality,2
3925,1.091,10000,plurality,12
3926,1.056,10000,plurality,22
3927,1.207,10000,plurality,2
3928,1.043,10000,plurality,12
3929,1.084,10000,plurality,22
3930,1.44,10000,plurality,2
3931,1.139,10000,plurality,12
3932,1.175,10000,plurality,22
3933,1.386,10000,plurality,2
3934,1.282,10000,plurality,12
3935,1.244,10000,plurality,22
3936,1.417,10000,plurality,2
3937,1.233,10000,plurality,12
3938,1.24,10000,plurality,22
3939,1.523,10000,plurality,2
3940,1.319,10000,plurality,12
3941,1.19,10000,plurality,22
3942,1.138,10000,majority,2
3943,0.994,10000,majority,12
3944,0.986,10000,majority,22
3945,0.941,10000,majority,2
3946,1.039,10000,majority,12
3947,1.252,10000,majority,22
3948,1.223,10000,majority,2
3949,1.168,10000,majority,12
3950,1.145,10000,majority,22
3951,1.034,10000,majority,2
3952,1.266,10000,majority,12
3953,1.087,10000,majority,22
3954,1.432,10000,majority,2
3955,1.162,10000,majority,12
3956,1.119,10000,majority,22
3957,0.926,10000,majority,2
3958,1.343,10000,majority,12
3959,1.263,10000,majority,22
3960,1.024,10000,majority,2
3961,1.411,10000,majority,12
3962,1.255,10000,majority,22
3963,1.368,10000,majority,2
3964,1.259,10000,majority,12
3965,1.334,10000,majority,22
3966,1.631,10000,majority,2
3967,1.182,10000,majority,12
3968,1.292,10000,majority,22
3969,0.953,10000,plurality,2
3970,0.972,10000,plurality,12
3971,1.007,10000,plurality,22
3972,1.11,10000,plurality,2
3973,0.937,10000,plurality,12
3974,1.011,10000,plurality,22
3975,0.839,10000,plurality,2
3976,1.06,10000,plurality,12
3977,1.006,10000,plurality,22
3978,1.472,10000,plurality,2
3979,1.002,10000,plurality,12
3980,1.049,10000,plurality,22
3981,1.277,10000,plurality,2
3982,1.254,10000,plurality,12
3983,1.044,10000,plurality,22
3984,1.228,10000,plurality,2
3985,1.126,10000,plurality,12
3986,1.105,10000,plurality,22
3987,1.484,10000,plurality,2
3988,1.254,10000,plurality,12
3989,1.235,10000,plurality,22
3990,0.908,10000,plurality,2
3991,1.165,10000,plurality,12
3992,1.336,10000,plurality,22
3993,0.907,10000,plurality,2
3994,1.298,10000,plurality,12
3995,1.27,10000,plurality,22
3996,1.086,10000,majority,2
3997,1.08,10000,majority,12
3998,1.027,10000,majority,22
3999,1.171,10000,majority,2
4000,1.06,10000,majority,12
4001,1.008,10000,majority,22
4002,1.114,10000,majority,2
4003,1.339,10000,majority,12
4004,1.112,10000,majority,22
4005,1.239,10000,majority,2
4006,1.182,10000,majority,12
4007,1.117,10000,majority,22
4008,0.963,10000,majority,2
4009,1.317,10000,majority,12
4010,1.231,10000,majority,22
4011,1.151,10000,majority,2
4012,1.203,10000,majority,12
4013,1.337,10000,majority,22
4014,0.795,10000,majority,2
4015,1.239,10000,majority,12
4016,1.286,10000,majority,22
4017,1.559,10000,majority,2
4018,1.205,10000,majority,12
4019,1.268,10000,majority,22
4020,1.434,10000,majority,2
4021,1.073,10000,majority,12
4022,1.222,10000,majority,22
4023,1.101,10000,plurality,2
4024,1.001,10000,plurality,12
4025,1.021,10000,plurality,22
4026,1.383,10000,plurality,2
4027,1.112,10000,plurality,12
4028,1.034,10000,plurality,22
4029,1.135,10000,plurality,2
4030,1.11,10000,plurality,12
4031,1.045,10000,plurality,22
4032,1.294,10000,plurality,2
4033,1.102,10000,plurality,12
4034,1.07,10000,plurality,22
4035,1.384,10000,plurality,2
4036,1.133,10000,plurality,12
4037,1.168,10000,plurality,22
4038,1.285,10000,plurality,2
4039,1.139,10000,plurality,12
4040,1.183,10000,plurality,22
4041,0.999,10000,plurality,2
4042,1.244,10000,plurality,12
4043,1.099,10000,plurality,22
4044,1.0,10000,plurality,2
4045,1.297,10000,plurality,12
4046,1.28,10000,plurality,22
4047,1.188,10000,plurality,2
4048,1.113,10000,plurality,12
4049,1.247,10000,plurality,22
4050,1.192,10000,majority,2
4051,1.017,10000,majority,12
4052,0.984,10000,majority,22
4053,1.297,10000,majority,2
4054,1.127,10000,majority,12
4055,1.172,10000,majority,22
4056,1.591,10000,majority,2
4057,1.331,10000,majority,12
4058,1.04,10000,majority,22
4059,1.49,10000,majority,2
4060,1.082,10000,majority,12
4061,1.288,10000,majority,22
4062,1.367,10000,majority,2
4063,1.14,10000,majority,12
4064,1.185,10000,majority,22
4065,1.056,10000,majority,2
4066,1.124,10000,majority,12
4067,1.217,10000,majority,22
4068,1.54,10000,majority,2
4069,1.418,10000,majority,12
4070,1.252,10000,majority,22
4071,1.122,10000,majority,2
4072,1.253,10000,majority,12
4073,1.253,10000,majority,22
4074,1.396,10000,majority,2
4075,1.316,10000,majority,12
4076,1.259,10000,majority,22
4077,1.149,10000,plurality,2
4078,1.022,10000,plurality,12
4079,0.988,10000,plurality,22
4080,1.075,10000,plurality,2
4081,1.02,10000,plurality,12
4082,1.056,10000,plurality,22
4083,1.224,10000,plurality,2
4084,1.054,10000,plurality,12
4085,1.055,10000,plurality,22
4086,1.435,10000,plurality,2
4087,1.026,10000,plurality,12
4088,1.038,10000,plurality,22
4089,1.113,10000,plurality,2
4090,1.133,10000,plurality,12
4091,1.092,10000,plurality,22
4092,1.01,10000,plurality,2
4093,1.156,10000,plurality,12
4094,1.135,10000,plurality,22
4095,1.089,10000,plurality,2
4096,1.252,10000,plurality,12
4097,1.183,10000,plurality,22
4098,0.967,10000,plurality,2
4099,1.258,10000,plurality,12
4100,1.214,10000,plurality,22
4101,1.221,10000,plurality,2
4102,1.199,10000,plurality,12
4103,1.114,10000,plurality,22
4104,1.02,10000,majority,2
4105,1.023,10000,majority,12
4106,1.035,10000,majority,22
4107,1.13,10000,majority,2
4108,1.408,10000,majority,12
4109,1.108,10000,majority,22
4110,0.991,10000,majority,2
4111,1.324,10000,majority,12
4112,1.195,10000,majority,22
4113,1.009,10000,majority,2
4114,1.209,10000,majority,12
4115,1.088,10000,majority,22
4116,1.216,10000,majority,2
4117,1.291,10000,majority,12
4118,1.154,10000,majority,22
4119,1.305,10000,majority,2
4120,1.251,10000,majority,12
4121,1.281,10000,majority,22
4122,1.116,10000,majority,2
4123,1.471,10000,majority,12
4124,1.292,10000,majority,22
4125,1.178,10000,majority,2
4126,1.202,10000,majority,12
4127,1.26,10000,majority,22
4128,1.188,10000,majority,2
4129,1.321,10000,majority,12
4130,1.25,10000,majority,22
4131,1.067,10000,plurality,2
4132,1.002,10000,plurality,12
4133,0.994,10000,plurality,22
4134,1.062,10000,plurality,2
4135,1.091,10000,plurality,12
4136,1.097,10000,plurality,22
4137,1.177,10000,plurality,2
4138,1.108,10000,plurality,12
4139,1.091,10000,plurality,22
4140,1.004,10000,plurality,2
4141,1.072,10000,plurality,12
4142,1.066,10000,plurality,22
4143,0.885,10000,plurality,2
4144,1.032,10000,plurality,12
4145,1.094,10000,plurality,22
4146,0.985,10000,plurality,2
4147,1.117,10000,plurality,12
4148,1.151,10000,plurality,22
4149,1.232,10000,plurality,2
4150,1.196,10000,plurality,12
4151,1.163,10000,plurality,22
4152,1.354,10000,plurality,2
4153,1.073,10000,plurality,12
4154,1.219,10000,plurality,22
4155,1.21,10000,plurality,2
4156,1.248,10000,plurality,12
4157,1.108,10000,plurality,22
4158,1.11,10000,majority,2
4159,0.986,10000,majority,12
4160,1.028,10000,majority,22
4161,1.22,10000,majority,2
4162,1.082,10000,majority,12
4163,1.068,10000,majority,22
4164,1.464,10000,majority,2
4165,1.174,10000,majority,12
4166,1.094,10000,majority,22
4167,1.197,10000,majority,2
4168,1.117,10000,majority,12
4169,1.073,10000,majority,22
4170,1.434,10000,majority,2
4171,1.353,10000,majority,12
4172,1.132,10000,majority,22
4173,1.426,10000,majority,2
4174,1.253,10000,majority,12
4175,1.172,10000,majority,22
4176,1.214,10000,majority,2
4177,1.249,10000,majority,12
4178,1.267,10000,majority,22
4179,1.25,10000,majority,2
4180,1.194,10000,majority,12
4181,1.31,10000,majority,22
4182,1.277,10000,majority,2
4183,1.395,10000,majority,12
4184,1.181,10000,majority,22
4185,1.172,10000,plurality,2
4186,0.964,10000,plurality,12
4187,0.992,10000,plurality,22
4188,1.223,10000,plurality,2
4189,1.129,10000,plurality,12
4190,1.07,10000,plurality,22
4191,1.101,10000,plurality,2
4192,1.11,10000,plurality,12
4193,1.062,10000,plurality,22
4194,1.211,10000,plurality,2
4195,1.101,10000,plurality,12
4196,1.12,10000,plurality,22
4197,1.115,10000,plurality,2
4198,1.146,10000,plurality,12
4199,1.123,10000,plurality,22
4200,0.946,10000,plurality,2
4201,1.14,10000,plurality,12
4202,1.116,10000,plurality,22
4203,0.975,10000,plurality,2
4204,1.195,10000,plurality,12
4205,1.184,10000,plurality,22
4206,0.936,10000,plurality,2
4207,1.277,10000,plurality,12
4208,1.232,10000,plurality,22
4209,1.086,10000,plurality,2
4210,1.165,10000,plurality,12
4211,1.162,10000,plurality,22
4212,1.097,10000,majority,2
4213,0.98,10000,majority,12
4214,0.976,10000,majority,22
4215,1.158,10000,majority,2
4216,1.008,10000,majority,12
4217,1.084,10000,majority,22
4218,1.306,10000,majority,2
4219,1.129,10000,majority,12
4220,1.069,10000,majority,22
4221,1.369,10000,majority,2
4222,1.22,10000,majority,12
4223,1.107,10000,majority,22
4224,1.34,10000,majority,2
4225,1.018,10000,majority,12
4226,1.269,10000,majority,22
4227,1.481,10000,majority,2
4228,1.379,10000,majority,12
4229,1.156,10000,majority,22
4230,0.972,10000,majority,2
4231,1.194,10000,majority,12
4232,1.231,10000,majority,22
4233,1.095,10000,majority,2
4234,1.324,10000,majority,12
4235,1.204,10000,majority,22
4236,1.305,10000,majority,2
4237,1.207,10000,majority,12
4238,1.127,10000,majority,22
4239,1.177,10000,plurality,2
4240,1.009,10000,plurality,12
4241,0.963,10000,plurality,22
4242,1.254,10000,plurality,2
4243,1.039,10000,plurality,12
4244,1.019,10000,plurality,22
4245,1.254,10000,plurality,2
4246,1.064,10000,plurality,12
4247,1.034,10000,plurality,22
4248,0.992,10000,plurality,2
4249,1.032,10000,plurality,12
4250,1.026,10000,plurality,22
4251,1.143,10000,plurality,2
4252,1.124,10000,plurality,12
4253,1.105,10000,plurality,22
4254,1.018,10000,plurality,2
4255,1.1,10000,plurality,12
4256,1.169,10000,plurality,22
4257,0.985,10000,plurality,2
4258,1.142,10000,plurality,12
4259,1.137,10000,plurality,22
4260,0.905,10000,plurality,2
4261,1.143,10000,plurality,12
4262,1.143,10000,plurality,22
4263,1.137,10000,plurality,2
4264,1.216,10000,plurality,12
4265,1.196,10000,plurality,22
4266,1.152,10000,majority,2
4267,1.022,10000,majority,12
4268,1.003,10000,majority,22
4269,1.105,10000,majority,2
4270,0.98,10000,majority,12
4271,1.004,10000,majority,22
4272,1.336,10000,majority,2
4273,1.087,10000,majority,12
4274,1.081,10000,majority,22
4275,1.335,10000,majority,2
4276,1.081,10000,majority,12
4277,1.054,10000,majority,22
4278,1.352,10000,majority,2
4279,1.243,10000,majority,12
4280,1.14,10000,majority,22
4281,1.017,10000,majority,2
4282,1.183,10000,majority,12
4283,1.123,10000,majority,22
4284,1.192,10000,majority,2
4285,1.204,10000,majority,12
4286,1.159,10000,majority,22
4287,0.953,10000,majority,2
4288,1.212,10000,majority,12
4289,1.19,10000,majority,22
4290,1.349,10000,majority,2
4291,1.206,10000,majority,12
4292,1.096,10000,majority,22
4293,1.136,10000,plurality,2
4294,1.014,10000,plurality,12
4295,1.038,10000,plurality,22
4296,1.245,10000,plurality,2
4297,1.017,10000,plurality,12
4298,1.018,10000,plurality,22
4299,0.997,10000,plurality,2
4300,1.042,10000,plurality,12
4301,1.052,10000,plurality,22
4302,1.071,10000,plurality,2
4303,1.159,10000,plurality,12
4304,1.065,10000,plurality,22
4305,0.981,10000,plurality,2
4306,1.03,10000,plurality,12
4307,1.057,10000,plurality,22
4308,1.081,10000,plurality,2
4309,1.04,10000,plurality,12
4310,1.108,10000,plurality,22
4311,0.983,10000,plurality,2
4312,1.173,10000,plurality,12
4313,1.232,10000,plurality,22
4314,1.052,10000,plurality,2
4315,1.14,10000,plurality,12
4316,1.229,10000,plurality,22
4317,0.992,10000,plurality,2
4318,1.239,10000,plurality,12
4319,1.183,10000,plurality,22
4320,1.071,10000,majority,2
4321,0.953,10000,majority,12
4322,0.973,10000,majority,22
4323,1.196,10000,majority,2
4324,1.014,10000,majority,12
4325,1.063,10000,majority,22
4326,1.301,10000,majority,2
4327,1.014,10000,majority,12
4328,1.046,10000,majority,22
4329,1.489,10000,majority,2
4330,1.268,10000,majority,12
4331,1.347,10000,majority,22
4332,1.389,10000,majority,2
4333,1.105,10000,majority,12
4334,1.079,10000,majority,22
4335,1.645,10000,majority,2
4336,1.17,10000,majority,12
4337,1.336,10000,majority,22
4338,1.196,10000,majority,2
4339,1.198,10000,majority,12
4340,1.307,10000,majority,22
4341,1.319,10000,majority,2
4342,1.383,10000,majority,12
4343,1.284,10000,majority,22
4344,1.246,10000,majority,2
4345,1.221,10000,majority,12
4346,1.317,10000,majority,22
4347,1.112,10000,plurality,2
4348,1.045,10000,plurality,12
4349,1.031,10000,plurality,22
4350,1.238,10000,plurality,2
4351,1.062,10000,plurality,12
4352,1.043,10000,plurality,22
4353,1.4,10000,plurality,2
4354,1.141,10000,plurality,12
4355,1.082,10000,plurality,22
4356,1.086,10000,plurality,2
4357,1.264,10000,plurality,12
4358,1.12,10000,plurality,22
4359,1.359,10000,plurality,2
4360,1.145,10000,plurality,12
4361,1.129,10000,plurality,22
4362,0.985,10000,plurality,2
4363,1.356,10000,plurality,12
4364,1.149,10000,plurality,22
4365,1.166,10000,plurality,2
4366,1.062,10000,plurality,12
4367,1.119,10000,plurality,22
4368,1.218,10000,plurality,2
4369,1.371,10000,plurality,12
4370,1.309,10000,plurality,22
4371,1.016,10000,plurality,2
4372,1.247,10000,plurality,12
4373,1.172,10000,plurality,22
4374,1.3,10000,majority,2
4375,1.087,10000,majority,12
4376,1.013,10000,majority,22
4377,1.26,10000,majority,2
4378,1.018,10000,majority,12
4379,1.403,10000,majority,22
4380,0.901,10000,majority,2
4381,1.059,10000,majority,12
4382,1.071,10000,majority,22
4383,1.332,10000,majority,2
4384,1.226,10000,majority,12
4385,1.008,10000,majority,22
4386,1.434,10000,majority,2
4387,1.258,10000,majority,12
4388,1.272,10000,majority,22
4389,1.179,10000,majority,2
4390,1.314,10000,majority,12
4391,1.105,10000,majority,22
4392,1.232,10000,majority,2
4393,1.264,10000,majority,12
4394,1.428,10000,majority,22
4395,1.352,10000,majority,2
4396,1.243,10000,majority,12
4397,1.291,10000,majority,22
4398,1.39,10000,majority,2
4399,1.269,10000,majority,12
4400,1.318,10000,majority,22
4401,0.866,10000,plurality,2
4402,0.995,10000,plurality,12
4403,0.965,10000,plurality,22
4404,1.201,10000,plurality,2
4405,1.128,10000,plurality,12
4406,1.017,10000,plurality,22
4407,1.065,10000,plurality,2
4408,1.04,10000,plurality,12
4409,1.05,10000,plurality,22
4410,1.083,10000,plurality,2
4411,1.058,10000,plurality,12
4412,1.105,10000,plurality,22
4413,1.478,10000,plurality,2
4414,1.145,10000,plurality,12
4415,1.16,10000,plurality,22
4416,1.108,10000,plurality,2
4417,1.149,10000,plurality,12
4418,1.137,10000,plurality,22
4419,1.051,10000,plurality,2
4420,1.21,10000,plurality,12
4421,1.268,10000,plurality,22
4422,1.076,10000,plurality,2
4423,1.462,10000,plurality,12
4424,1.356,10000,plurality,22
4425,0.945,10000,plurality,2
4426,1.303,10000,plurality,12
4427,1.282,10000,plurality,22
4428,1.119,10000,majority,2
4429,1.016,10000,majority,12
4430,0.97,10000,majority,22
4431,1.179,10000,majority,2
4432,1.278,10000,majority,12
4433,0.969,10000,majority,22
4434,1.483,10000,majority,2
4435,1.228,10000,majority,12
4436,1.039,10000,majority,22
4437,1.564,10000,majority,2
4438,1.315,10000,majority,12
4439,1.072,10000,majority,22
4440,1.035,10000,majority,2
4441,1.161,10000,majority,12
4442,1.334,10000,majority,22
4443,1.452,10000,majority,2
4444,1.225,10000,majority,12
4445,1.321,10000,majority,22
4446,1.232,10000,majority,2
4447,1.126,10000,majority,12
4448,1.161,10000,majority,22
4449,0.991,10000,majority,2
4450,1.27,10000,majority,12
4451,1.373,10000,majority,22
4452,1.015,10000,majority,2
4453,1.274,10000,majority,12
4454,1.455,10000,majority,22
4455,1.168,10000,plurality,2
4456,0.963,10000,plurality,12
4457,1.041,10000,plurality,22
4458,1.043,10000,plurality,2
4459,1.181,10000,plurality,12
4460,1.061,10000,plurality,22
4461,1.143,10000,plurality,2
4462,1.069,10000,plurality,12
4463,1.077,10000,plurality,22
4464,1.261,10000,plurality,2
4465,1.016,10000,plurality,12
4466,1.08,10000,plurality,22
4467,1.0,10000,plurality,2
4468,1.22,10000,plurality,12
4469,1.079,10000,plurality,22
4470,1.066,10000,plurality,2
4471,1.201,10000,plurality,12
4472,1.141,10000,plurality,22
4473,1.126,10000,plurality,2
4474,1.099,10000,plurality,12
4475,1.155,10000,plurality,22
4476,1.188,10000,plurality,2
4477,1.381,10000,plurality,12
4478,1.331,10000,plurality,22
4479,1.012,10000,plurality,2
4480,1.272,10000,plurality,12
4481,1.296,10000,plurality,22
4482,1.122,10000,majority,2
4483,1.042,10000,majority,12
4484,0.985,10000,majority,22
4485,1.172,10000,majority,2
4486,1.237,10000,majority,12
4487,0.999,10000,majority,22
4488,1.022,10000,majority,2
4489,1.105,10000,majority,12
4490,1.087,10000,majority,22
4491,1.515,10000,majority,2
4492,1.205,10000,majority,12
4493,1.274,10000,majority,22
4494,1.41,10000,majority,2
4495,1.205,10000,majority,12
4496,1.394,10000,majority,22
4497,1.066,10000,majority,2
4498,1.285,10000,majority,12
4499,1.142,10000,majority,22
4500,1.363,10000,majority,2
4501,1.316,10000,majority,12
4502,1.392,10000,majority,22
4503,1.435,10000,majority,2
4504,1.411,10000,majority,12
4505,1.211,10000,majority,22
4506,1.231,10000,majority,2
4507,1.333,10000,majority,12
4508,1.248,10000,majority,22
4509,1.033,10000,plurality,2
4510,0.986,10000,plurality,12
4511,0.99,10000,plurality,22
4512,1.251,10000,plurality,2
4513,1.075,10000,plurality,12
4514,1.082,10000,plurality,22
4515,1.252,10000,plurality,2
4516,1.043,10000,plurality,12
4517,0.988,10000,plurality,22
4518,1.153,10000,plurality,2
4519,1.168,10000,plurality,12
4520,1.002,10000,plurality,22
4521,1.134,10000,plurality,2
4522,1.168,10000,plurality,12
4523,1.142,10000,plurality,22
4524,1.53,10000,plurality,2
4525,1.048,10000,plurality,12
4526,1.222,10000,plurality,22
4527,1.191,10000,plurality,2
4528,1.181,10000,plurality,12
4529,1.138,10000,plurality,22
4530,1.038,10000,plurality,2
4531,1.125,10000,plurality,12
4532,1.316,10000,plurality,22
4533,1.286,10000,plurality,2
4534,1.465,10000,plurality,12
4535,1.249,10000,plurality,22
4536,1.119,10000,majority,2
4537,1.068,10000,majority,12
4538,1.011,10000,majority,22
4539,1.192,10000,majority,2
4540,1.033,10000,majority,12
4541,1.014,10000,majority,22
4542,1.165,10000,majority,2
4543,1.108,10000,majority,12
4544,1.175,10000,majority,22
4545,1.152,10000,majority,2
4546,1.237,10000,majority,12
4547,1.114,10000,majority,22
4548,1.512,10000,majority,2
4549,1.293,10000,majority,12
4550,1.056,10000,majority,22
4551,1.139,10000,majority,2
4552,1.318,10000,majority,12
4553,1.32,10000,majority,22
4554,0.998,10000,majority,2
4555,1.331,10000,majority,12
4556,1.342,10000,majority,22
4557,0.917,10000,majority,2
4558,1.344,10000,majority,12
4559,1.226,10000,majority,22
4560,1.466,10000,majority,2
4561,1.272,10000,majority,12
4562,1.27,10000,majority,22
4563,1.064,10000,plurality,2
4564,1.043,10000,plurality,12
4565,1.003,10000,plurality,22
4566,1.181,10000,plurality,2
4567,1.093,10000,plurality,12
